TEXTO,SECTOR,MARCA,CANAL,AWARENESS,EVALUATION,PURCHASE,POSTPURCHASE,NC2
Combos locos de #deeper 3 bud por $100...  2 #heineken  por $100 todo la noche,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Como abrir una litrona de Cruzcampo 😂 https://t.co/eZIXocmpvp,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,1
Como cuando descubres que es mas saludable tomarse una Heineken que comerse un paquete de galletas oreo...😭😭 https://t.co/DPyXTQys8j,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Como hace falta una heineken carajoo,BEBIDAS,HEINEKEN,Microblog,0,0,1,0,0
"Cómo hacen para tomar Heineken? 😷
Lo único que tiene bueno esa birra es que es patrocinador de la Champions",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Como me gusta la Heineken man,BEBIDAS,HEINEKEN,Microblog,0,0,0,1,0
Como necesitaba esa Heineken bien fría 😆,BEBIDAS,HEINEKEN,Microblog,0,0,0,1,0
Como no estoy tomando me instalo con una estrella galicia y unos piqueos en la noche. #yAhora!!!! #capayaleaks,BEBIDAS,ESTRELLA GALICIA,Microblog,0,0,0,1,0
Como se nota cuando la cerveza no es Cruzcampo,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Con ganas de ir al gym y con ganas de una heineken bien fría vestida de novia 😂,BEBIDAS,HEINEKEN,Microblog,0,0,1,0,0
Con nuestras raciones y una @Cruzcampo. La felicidad también está en las pequeñas cosas :) https://t.co/2clfVKBjDX,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Con una Cruzcampo en la mano mientras suena Alex Ubago.,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,1,0
"Concentración, experiencia, cuidado, pasión... Nuestro campeonato #BeerMaster Estrella Galicia… https://t.co/jveNJnRYhV",BEBIDAS,ESTRELLA GALICIA,Microblog,0,0,0,0,1
"Coño pero mira esa heineken, quièn lo va a pensar?!?! https://t.co/KuvxfBbzy1",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Corona pa' bichear, Medalla pa' chillear y Heineken pa' explotar. https://t.co/wvD6BX6n8s",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Corona para @Gaboo_PR  y Heineken para mí 👌🏾😌 https://t.co/E2m6CFR8GN,BEBIDAS,HEINEKEN,Microblog,0,0,1,0,0
Corona y Heineken https://t.co/CoQO5k2YW6,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Corre!!!! Migas con Chorizo en #barsacramento #calleferia #sevilla #cruzcampo #tapas https://t.co/0l4M38aOuM,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
"Creo qe es lo maslindo llegar a casa y ver la notita de vieja diciendo "" te deje algo en la heladera "" y ver la heineken ahi",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Cruzcampo :) @ Bilbao Centro https://t.co/FvAhitD0jd,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Cruzcampo la mejor cerveza #Arruinaunacitacon4palabras,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
cuando alguien dice que le encanta la cerveza y bebe cruzcampo https://t.co/o3QO6OD65f,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Cuando tengo dinero bebo Black y Heineken pero cuando estoy pelao lo que hay es medalla y gasolina,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Cuanto sabe este hombre! Gran comunicador Fernando Iglesias de @estrellagalicia en #Xantar2017 @EXPOURENSE #cervezas #cervezeros,BEBIDAS,ESTRELLA GALICIA,Microblog,0,0,0,0,0
dale una estrella galicia para que se ubique https://t.co/I9ssyLnKqZ,BEBIDAS,ESTRELLA GALICIA,Microblog,0,0,0,0,1
Dame la Heineken porfavor y gracias https://t.co/7x20cYpi2X,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Dame la heineken vestida de novia https://t.co/wmVRONR4zL,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Dame la heineken y qsj el resto https://t.co/INvFLrBc6K,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Dame la rubia que está al lado de la Heineken 😜👩🏼 https://t.co/sggxv6ZYkh,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Dame una Cruzcampo sin. https://t.co/F38k0TCgCm,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,1
Dame una heineken pa mi y otra pa @_silegna https://t.co/2l9KJJG9CQ,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"De camino a comprar una birrita (solo) me encontre a mi amigo sandler, sale esa heineken. No hubiera estado mal tom… https://t.co/pfXwVKYaU9",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"De camino a comprar una birrita (solo) me encontre a mi amigo sandler, sale esa heineken. No hubiera estado mal tomarla con vos iguallll",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"De las cervezas XX Equis, Tecate etc. Da igual que compres Heineken, ya que es el mismo dueño.",BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
Debatiendo sobre si nos han puesto agua o cruzcampo,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Decidle algo a este amante de los productos heineken https://t.co/wYpAcTtUPH,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Degustación de @estrellagalicia en @XANTAREXPO aprendiendo del mundo de la #cerveza #galiciacalidade #Xantar2017 https://t.co/qV1QpmeCuw,BEBIDAS,ESTRELLA GALICIA,Microblog,0,0,0,0,0
Denle una Heineken helada a este señor por este tuitazo 👏🏽👏🏽👏🏽 https://t.co/AlCwABWEFO,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Desde las 12tomando heineken y grolsh y q pinta ahora?,BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
"Después de dos años aquí, he aprendido que las multis, Cruzcampo, citar twits y La la Land es lo que os mola, cómo en Facebook. ¿No?",BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,1
"Después de tomar mucha XX, Heineken, Indio, Wisky, Vodka y licores, ya la Tecate light me supo a agua esta noche😂😁😅🍺 https://t.co/MDdWLD2X9N",BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
Disfruta está #Promo y llena tu vida de música con unos espectaculares audífonos de #Heineken. Pídelo ☎️4888888 💻… https://t.co/orof99pc7H,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
EFEempresas: Heineken Heineken busca jóvenes graduados para su #Programa Internacional de #Graduados 2017 https://t.co/AEe3iJXkvb vía Edit…,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
El día que la Heineken compro la Cruzcampo. https://t.co/8iuwMJmVeC,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
El día que la Heineken compro la Cruzcampo. https://t.co/8iuwMJmVeC,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,1
El lugar perfecto para empezar un sábado!! #mercadocentral #alicante #beer #instabeer #heineken… https://t.co/HbHpLPQUM0,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
El maestro cervecero de Heineken desvela el secreto de la cerveza que se bebe en más países del mundo https://t.co/MZGU7qnyBZ,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
El maestro cervecero de Heineken desvela el secreto de la cerveza que se bebe en más países del mundo… https://t.co/5Y5BPEdBsD,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"El marketing es a la ética lo que el día a la noche, el frío al calor o la Cruzcampo a la cerveza.",BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
El Mundial de Atletismo de Londres 2017 suma a Heineken como proveedor oficial de cervezas y sidras… https://t.co/fb0c0v8u0J,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"El temporal ha jodido Riazor y la Torre de Hércules. Que alguien proteja la fábrica de Estrella Galicia, puede ser la siguiente.",BEBIDAS,ESTRELLA GALICIA,Microblog,0,0,0,0,1
En mi corazon @estrellagalicia 🍺 https://t.co/ejWjencmck,BEBIDAS,ESTRELLA GALICIA,Microblog,0,0,0,0,1
"En twitter se promociona movistar, claro, entel, nike, adidas, nissan, toyota, heineken, ripley, paris, falabella, la RN y la UDI!",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
En un mundo paralelo donde la heineken es cerveza: https://t.co/mCGh1vashg,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Esa Corona y Heineken😍😍😍😍 https://t.co/8b5tpi7P5W,BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
Esta a preocupado porque no encontraba latas de cervezas para llevar mañana al Patriada. Hasta que en el Todo llegaron las Heineken 😍,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Esta como para una Heineken bien helada 🍺,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Esta noche comenzamos los Refill Saturday's en Papi Joe en el VSJ Happy Hour de Heineken 2x5 y Black Label 4! https://t.co/Wxjlp8uaf4,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
"Esta noche LEGIÓN nos trae los mejores covers en vivo!! 🎙🎸🎶
• Balde Heineken 5x50 mil TODA LA NOCHE🍻

📲 0973707656 https://t.co/5bnyeLNJDU",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Esta noche tributo a LEGIAO URBANA by Ruta 77 en vivo! 🎸🎉
• FREE PASS para las chicas 👸🏼 ( 00 hs)
• Balde Heineken… https://t.co/uw8tmfvucO",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Esta noche tributo a LEGIAO URBANA by Ruta 77 en vivo! 🎸🎉
• FREE PASS para las chicas 👸🏼
• Balde Heineken 5x50 mil… https://t.co/9aVW5usSER",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Esta noche! 2x1 heineken 🍻 #cachengue lucas.cobas @JhonKiener 😬 @ Boulebar Social Club https://t.co/w70YUypuAt,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Estar en el @aliadiecoruna y que ya no tengan @estrellagalicia es un bajón de los gordos 😥😥,BEBIDAS,ESTRELLA GALICIA,Microblog,0,0,0,0,0
"Estas cosas no las hacia con cualquiera...felicidades Fran, por más todo. @ Estrella Galicia… https://t.co/zUho7TQrqu",BEBIDAS,ESTRELLA GALICIA,Microblog,0,0,0,0,1
"Esto es lo mas lindo que he visto este 2017. Y, Heineken, por favor. https://t.co/0RM1vfo7WU",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Estoy entre la espada y la pared con heineken o warsteiner,BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
"Estoy muy mal nivel:
Mis padres me dan una estrella Galicia a la hora de comer para que coma algo",BEBIDAS,ESTRELLA GALICIA,Microblog,0,0,0,0,1
Estoy pa beberme unas heineken a punto de congelacion✨💚,BEBIDAS,HEINEKEN,Microblog,0,0,1,0,0
Estrella Galicia es la mejor cerveza del mundo lo juro,BEBIDAS,ESTRELLA GALICIA,Microblog,0,0,0,0,0
"Estrella Galicia es mi pastor, nada me falta. https://t.co/WAlJ3MKjAM",BEBIDAS,ESTRELLA GALICIA,Microblog,0,0,0,0,0
Estrella? Prefiero unha Cruzcampo. https://t.co/ZXnbyxJKCX,BEBIDAS,CRUZCAMPO,Microblog,0,1,0,0,0
"Eva Amaral, sola ante el peligro en OH! My LOL SON Estrella Galicia https://t.co/d46Y2Swvln",BEBIDAS,ESTRELLA GALICIA,Microblog,0,0,0,0,1
"Extraño tener mis packs de Heineken, lloro",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Extraño tomar heineken con mis amis 😭💔,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
foto de gente no negocio da heineken na tl >:(,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Gracias Peroni por los favores recibidos seis de la tarde y sigo con mi tremendo dolor de cabeza! Igual te amo melli de mi Heineken 💖,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Gracias por existir la Heineken bebe hermosa,BEBIDAS,HEINEKEN,Microblog,0,0,0,1,0
hace tanto calor que toco abrir antes de las 6pm las @heineken @corona y @CristalUltra en los hq de @ialaw,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Hasta el jugo de china me sabe a Heineken,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"He llegado a una aldeilla cerca de Cazorla y hay Cruzcampo, Dios existe.",BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
HEINEKEN así mismo vestidita de novia 😍😍😍 https://t.co/EIZWfXO4Tc,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Heineken busca jóvenes que quieran triunfar por el mundo https://t.co/PlKCWWWxRF,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Heineken busca jóvenes talentos y les ofrece desarrollar su potencial https://t.co/TTuK4Zpf4Q,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Heineken busca potencial y talento para su Programa Internacional de Graduados 2017 https://t.co/eo7NCrh1HS,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Heineken busca potencial y talento para su Programa Internacional de Graduados 2017 https://t.co/JCvlIVgnXO,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Heineken con mama, que borracha ahq😂",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Heineken continuará como sponsor de la UEFA, en la Champions y Europa League por las próximas tres temporadas… https://t.co/YNMp0t3C5g",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Heineken cube, por una cerveza mas sostenible https://t.co/PPNNZH3CNA (Por favor regalenme esas!!)",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Heineken cube, por una cerveza mas sostenible https://t.co/TiUZQ0bTiv vía @ecoinventos",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Heineken da protagonismo a su maestro cervecero en su estrategia de marca https://t.co/ZBIf2hS3k4 https://t.co/Lb20BokU1L,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Heineken de uuuunaaaaaa https://t.co/Dxf9t8Ymat,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Heineken elaborará cerveza con energía solar en 2017 La planta de la cervecera que se construye en Meoqui, Chihuah https://t.co/vw2aMwSHyz",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Heineken mio corrillo https://t.co/7VSQaNeEgQ,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
#NAME?,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Heineken o XX Lager ??? *Yo en un gran dilema*,BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
Heineken por siempre https://t.co/iw93d0Srmk,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Heineken renueva como patrocinador de la Champions League pidiend https://t.co/ldtmlYcwOn #bannerdestacado #championsleague #competiciones,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Heineken renueva patrocinio con la UEFA y continuará como cerveza oficial de la Champions y Europa League… https://t.co/IkIqmTniWE,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Heineken se suma al Mundial de Atletismo de Londres 2017 como proveedor oficial de cerveza y sidra… https://t.co/4kB0AFdQJM,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Heineken se suma al Mundial de Atletismo de Londres 2017
https://t.co/ObJNbk7VBU https://t.co/NkoRadgMed",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Heineken sos la mas linda de todas!!,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Heineken te amo,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Heineken to' los días del mundo https://t.co/Z6uwdEgwNq,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Heineken vestidita de novia 👅💦💚 https://t.co/W6Qy9PECPb,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Heineken y su nuevo comercial: The Odyssey @alvarodabril - Esta es la última entrega de la saga “Heineken... https://t.co/xtEthWJXfu,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Heineken, nos fuimos.🍺 https://t.co/paGtV3Y67j",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Heineken, sin pensarlo dos veces... https://t.co/QgdZSG8Tqn",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Heineken: del patrocinio de la Champions al Mundial de Atletismo de Londres 2017 https://t.co/rArsbws8kM https://t.co/mwtjw315D8,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Hemos pedido una caña y nos han traído meao de burra #cruzcampo
De la tapa que ardía y picaba… https://t.co/trgjwS3pHk",BEBIDAS,CRUZCAMPO,Microblog,0,0,0,1,0
Hoy juega River y tengo un barril de Heineken y un Jack Daniel's en el congelador! #Nomelaconte,BEBIDAS,HEINEKEN,Microblog,0,0,1,0,0
Hoy mi dia estuvo tan wlbicho que me beberia 3 six packs de heineken y 1 langui 😅,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
"Hoy no se, pero tengo ganas de comer unas pringles con una lata de heineken en la Irlanda. Y lovoy a hacer",BEBIDAS,HEINEKEN,Microblog,0,0,1,0,0
"Hoy sábado en #Moai a las16.15h #BarçaBilbao
Las pintas de #Heineken por solo 2€! https://t.co/1XrPt5yZbU",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Imperial 95 heineken 110 massss q claro,BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
"Ja, ja, ja.. y lo dice Heineken menuda coña https://t.co/PKAUQ87uAI",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
La bebesita la Heineken 😘🔥🔥 https://t.co/TYOOrDtcUB,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"La beriso, chacra, heineken y amigos!",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
La boca me sabe Heineken😂😂,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
La botella de Heineken. Freddy sabía. #TCMS14,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"La camarera me conoce y al llegar me ha saludado y me dice ""una heineken no?"". Este tipo de cosas me hacen el día ^~^",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
La Corona o la Heineken más na https://t.co/jPshykmM7v,BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
"La coronita con mucho limón, pero deseo dos más que no falte la medallita y la heineken🤔 https://t.co/5Hh0cVxzns",BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
La Cruzcampo es cerveza https://t.co/JAR2G5NxEt,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,1
La Cruzcampo Gran Reserva es aún  más  vomitiva que el meao de burra que es la 'normal'.,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
La Cruzcampo no está tan mal si la comparas con la Cruzcampo caliente,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
La gente aquí alaba a las Heineken mientras en Alemania la Heineken es como su Medalla,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
la heineken acompañada de fritas es todo lo que está bien,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
La Heineken así bien fría 💦 https://t.co/VBYKfTvvMG,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
La Heineken me hace muy feliz #dayum,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
"La Heineken me llama, me desea como yo la deseo a ella. https://t.co/cBBGhHjmC0",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
La Heineken por favor y gracias 💚 https://t.co/hXfml7zgcK,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
la Heineken por ley https://t.co/Q8EQMrj0EW,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"La Heineken, por Ley 💪🍻 https://t.co/SI7GE4jwjf",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
La Industrial de Armilla (Granada) da el pistoletazo de salida al XXX Gran Premio de Fondo Diputación - Cruzcampo.,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
La medalla y la heineken porfavor🍻 https://t.co/k6H1bu03Px,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
La mesa redonda por favor con abundante Heineken 😍 https://t.co/bDWkPVx72h,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
"La mía es la Medalla, y la de @rotcehx es la Heineken... https://t.co/AjrgYgYwwV",BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
"La nota de ayer fue light porque bebi medalla y heineken, llego a beber DonQ y tequila olvidate que me muero.",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
La resaca se saca con más resaca @Heineken @cervezadviernes https://t.co/2HJw8MH2vS,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
La vida es como una cruzcampo; asquerosa.,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Las dos mejores cervezas del mundo son Cruzcampo y Mahou. https://t.co/X6b7ErhN5r,BEBIDAS,MAHOU,Microblog,0,1,0,0,0
Las dos mejores cervezas del mundo son Cruzcampo y Mahou. https://t.co/X6b7ErhN5r,BEBIDAS,CRUZCAMPO,Microblog,0,1,0,0,0
Las Heineken son una delicia 😛 https://t.co/0uJyp7jip6,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Laterales izquierdos en Tajonar. Una posición..... maldita? - Bienvenid@s a Cultura Heineken https://t.co/ee5R3SUjkN,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Le compre una lata Heineken de 5lt a nicolas, hablame de ser buena novia 😒",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Le conviene que me traiga la heineken😒😒,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Liliana me manda fotos de la fabrica de Heineken y estoy como que 😍💕,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Llamamiento a todos los andaluces. Dejad la cruzcampo que os vais a quedar como @Blancav12 y pasaros a mahou,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Llamamiento a todos los andaluces. Dejad la cruzcampo que os vais a quedar como @Blancav12 y pasaros a mahou,BEBIDAS,MAHOU,Microblog,0,1,0,0,0
Llegamos ayer y teneniamos 24 heineken y hoy compramos 24 mas con Cristian jajajaja,BEBIDAS,HEINEKEN,Microblog,0,0,1,0,0
Llego a casa y me compro medio cajon de Heineken y medio de Quilmes 😍😍😍,BEBIDAS,HEINEKEN,Microblog,0,0,1,0,0
Llenar el lago de Cruzcampo... Sin duda el Impero Palamecia no tiene límites.,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Lo propongo publicamente: CARNAVAL BIZARRO en Saavedra. Cerveza Heineken. Qué me decis?,BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
Lo único que he aprendido desde que estoy en twitter es que la Cruzcampo es una puta mierda,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Los haters de la Cruzcampo me coméis los huevos y los cojones. #danmarksindsamling https://t.co/b7t5Fnwn6u,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
"Los viernes son para disfrutar de tu Cruzcampo, de los amigos, de las risas y los buenos momentos. Los viernes… https://t.co/HZPi3lLUak",BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
"Madera de roble. Heineken morena míaa... 
I Will always love hoy !!! Me dice Echenique que mñn se suspende el Celta-Real Madrid!",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Maestría cervecera... #heineken @INCABE #cerveza #enjoy #experiencia #canarias 
https://t.co/WhctfIltyg",BEBIDAS,HEINEKEN,Microblog,0,0,0,1,0
Maldita heineken que rica sosss,BEBIDAS,HEINEKEN,Microblog,0,0,0,1,0
Mano q sono + heineken quente ñ da,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Mañana mássssss @Cruzcampo @DeTapas_Sevilla @GurmeABC https://t.co/VONdHnXEbf,BEBIDAS,CRUZCAMPO,Microblog,0,0,1,0,0
Mañana sábado empiezan los Refill Saturday's en PapiJoe Heineken a 2x5 y Black Label $4 🍻 https://t.co/01B8YGwzqt,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Mañana sábado empiezan los Refill Saturday's en PapiJoe Heineken a 2x5 y Black Label $4 🍻 https://t.co/J2PcKttuCr,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
"Maravilloso invento!
J'adore #heineken https://t.co/KB7PGmgxzi",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Mato por una Heineken bien fría en este momento,BEBIDAS,HEINEKEN,Microblog,0,0,1,0,0
"Me aburro esperando mi turno en la peluquería, pero vende Heineken. En breve arranco joooo.. https://t.co/3dm8ep1QBC",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Me apetece una. Camarerooooooooooo!! Una Heineken por favor! https://t.co/BzaB6ABqJq,BEBIDAS,HEINEKEN,Microblog,0,0,1,0,0
Me bebería una Heineken,BEBIDAS,HEINEKEN,Microblog,0,0,1,0,0
"Me cago en la ""vida sana"" de agustina, 2 smirnoff, fernet, campari y me pareció cer 12 o 24 latas de heineken en los snaps que me mando",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Me compré una latita de Heineken para ir al río a tomar y a mitad de cuadra ya murió. Debo volver a comprar otra,BEBIDAS,HEINEKEN,Microblog,0,0,0,1,0
Me encanta la Cruzcampo. https://t.co/46YflzR5j0,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Me gusta beber cruzcampo. https://t.co/Sf3JOxN1rx,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Me gusta Estrella Galicia https://t.co/c1pY6bKInz,BEBIDAS,ESTRELLA GALICIA,Microblog,0,0,0,0,0
"Me gusta la cruzcampo 
#Arruinaunacitacon4palabras",BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
me gusta la cruzcampo #Arruinaunacitacon4palabras,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
me gusta la cruzcampo https://t.co/Ae9pEs3KR0,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Me gusta la cruzcampo. #Arruinaunacitacon4palabras,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Me gusta mas la heineken que la corona,BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
Me iba a regalar un barril de cruzcampo no me pierdo nada https://t.co/6Im2gEPBoB,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Me llevo la Heineken 💚✨ https://t.co/arGlfh1aLy,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Me quedé con las ganas de más heineken xD,BEBIDAS,HEINEKEN,Microblog,0,0,0,1,0
Me quedo con la Heineken 😛 https://t.co/fIzDR1Cg42,BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
Me tengo que venir a los 100 montaditos para tomarme una CRUZCAMPO en Madrid😩😩😩 con #elvecino… https://t.co/mBqRDpxPhG,BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
"Me voy a comer la pizza rápido antes de perder el gusto, porque me estoy poniendo más malo que la CruzCampo.",BEBIDAS,CRUZCAMPO,Microblog,0,0,0,0,0
Me voy con la Heineken https://t.co/21Nz9JwoIh,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,0
Medalla y Heineken 💛💚 https://t.co/cVwp0rxL7L,BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
"Medalla, Corona, Michelob y Heineken también, ¿por qué no? 😋 https://t.co/yVg2owqlxW",BEBIDAS,HEINEKEN,Microblog,0,1,0,0,0
"Medallita, Heineken y Coronas ! 🇵🇷 https://t.co/VyepBLp0yK",BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
Menudo fantasma el heineken este https://t.co/X8b7e3jliF,BEBIDAS,HEINEKEN,Microblog,0,0,0,0,1
